nama_menu,harga_menu,kategori_course,profil_rasa,nama_restoran,link_restoran,alamat,link_alamat
Ifumie Ayam,45000,Main Course,gurih asin crispy mie ayam kuah,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Capcay Goreng Ayam,48500,Main Course,gurih asin savory capcay ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Capcay Kuah Ayam,48500,Main Course,gurih asin hangat capcay ayam kuah,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Hotplate Sapi,62000,Main Course,gurih asin savory kangkung sapi sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Hotplate Udang,56000,Main Course,gurih asin savory kangkung udang sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Hotplate Seafood,56000,Main Course,gurih asin savory kangkung seafood sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Hotplate Ayam,56000,Main Course,gurih asin savory kangkung ayam sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Hotplate Polos,45000,Main Course,gurih asin savory kangkung hotplate sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Polos,32000,Main Course,gurih asin savory kangkung tumis sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Tauco,32000,Main Course,gurih asin fermentasi kangkung tauco sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Terasi,32000,Main Course,gurih asin savory kangkung terasi sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Ayam,42500,Main Course,gurih asin savory kangkung ayam sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Udang,46000,Main Course,gurih asin savory kangkung udang sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Cumi,46000,Main Course,gurih asin savory kangkung cumi sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Sapi,52000,Main Course,gurih asin savory kangkung sapi sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kangkung Cah Seafood,52000,Main Course,gurih asin savory kangkung seafood sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Tauge Cah Tauco,29000,Main Course,gurih asin fermentasi tauge tauco sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Tauge Cah Terasi,29000,Main Course,gurih asin savory tauge terasi sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Tauge Cah Ayam,39000,Main Course,gurih asin savory tauge ayam sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Tauge Cah Udang,41500,Main Course,gurih asin savory tauge udang sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Tauge Cah Cumi,41500,Main Course,gurih asin savory tauge cumi sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Tauge Cah Sapi,45000,Main Course,gurih asin savory tauge sapi sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Tauge Cah Seafood,43500,Main Course,gurih asin savory tauge seafood sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Tauge Cah Polos,25500,Main Course,gurih asin savory tauge tumis sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Ayam Cah Jamur,49500,Main Course,gurih asin savory ayam jamur sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Pangsit Basah Goreng,39000,Appetizer,gurih asin crispy pangsit goreng ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Ayam Goreng Tepung,54500,Main Course,gurih asin crispy ayam tepung,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kwetiaw Siram Ayam,44000,Main Course,gurih asin savory kwetiau ayam kuah,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Sapo Gurame Kuah (Sedang),140000,Main Course,gurih asin hangat gurame kuah ikan,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Gurame Goreng Kering (Sedang),125000,Main Course,gurih asin crispy gurame goreng ikan,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Gurame Saos Padang (Sedang),125000,Main Course,gurih asin pedas gurame saus padang ikan,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Gurame Asam Manis (Sedang),125000,Main Course,gurih asin asam manis gurame ikan,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kentang Goreng,26000,Appetizer,gurih asin crispy kentang goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kwetiau Goreng,36500,Main Course,gurih asin smoky kwetiau goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kwetiau Gor Seafd,41500,Main Course,gurih asin savory kwetiau seafood,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kwetiau Gor Spesial,41500,Main Course,gurih asin smoky kwetiau spesial,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kepiting Goreng Mentega,110000,Main Course,gurih asin buttery kepiting goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kepiting Goreng Kering,110000,Main Course,gurih asin crispy kepiting goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kepiting Saos Tiram,110000,Main Course,gurih asin savory kepiting saus tiram,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kepiting Saos Padang,110000,Main Course,gurih asin pedas kepiting saus padang,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kepiting Asam Manis,110000,Main Course,gurih asin asam manis kepiting,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kepiting Lada Hitam,110000,Main Course,gurih asin pedas lada hitam kepiting,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
Kepiting Bakar,110000,Main Course,gurih asin smoky kepiting bakar,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur,https://maps.app.goo.gl/RQ1W2rpzhrfnHiLm8
OG Thai Tea,22000,Beverage,manis creamy segar dingin thai tea,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Thai Tea Aren,27000,Beverage,manis creamy legit dingin thai tea gula aren,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Thai Tea Coffee,28000,Beverage,manis creamy pahit dingin thai tea kopi,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Thai Tea Loaded,30000,Beverage,manis creamy pekat dingin thai tea topping,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Canele Aren,17000,Dessert,manis legit buttery caramel canele,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Aren Apple Pie,19000,Dessert,manis buttery legit apel gula aren,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Blueberry Muffin,17000,Dessert,manis fruity lembut blueberry muffin,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Vanilla Choux Puff,14000,Dessert,manis creamy lembut vanilla choux,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Chocolate Choux Puff,14000,Dessert,manis creamy coklat lembut choux,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Strawberry Choux Puff,14000,Dessert,manis asam creamy stroberi choux,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Roti Gulung Aren,16000,Dessert,manis legit lembut gula aren roti,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Canele Original,15000,Dessert,manis buttery caramel lembut canele,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Canele Toffee Nut Crumble,17000,Dessert,manis buttery crunchy toffee kacang,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Donut Almond,15000,Dessert,manis gurih lembut almond donut,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Danish Tiramisu,21000,Dessert,manis creamy kopi buttery tiramisu,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Croissant Abon,19000,Dessert,gurih buttery savory abon croissant,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Dutch Choco Kenangan Frappe,33000,Beverage,manis creamy dingin coklat frappe,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Kopi Kenangan Mantan Frappe,31000,Beverage,creamy manis dingin kopi gula aren,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Vanilla Kenangan Frappe,29000,Beverage,creamy manis dingin vanilla kopi,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Butterscotch Kenangan Frappe,33000,Beverage,manis creamy dingin butterscotch kopi,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Matcha Kenangan Frappe,35000,Beverage,creamy manis pahit dingin matcha,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Choco Caramel Frappe,31000,Beverage,manis creamy dingin coklat karamel,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Oatside Matcha Latte,27000,Beverage,creamy manis pahit dingin oat matcha,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Oatside Kopi Kenangan Mantan,27000,Beverage,creamy manis dingin oat kopi aren,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Oatside Latte,27000,Beverage,creamy milky dingin oat latte,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
Kopi Susu Black Aren Hanya 49RB!,49000,Beverage,pahit manis dingin kopi gula aren,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur",https://maps.app.goo.gl/E7ynT9zMQub7SbqM9
