nama_menu,harga_menu,kategori_course,profil_rasa,nama_restoran,link_restoran,alamat,link_alamat
Bihun goreng Ayam,23800,Main Course,gurih asin savory bihun ayam goreng,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Mie goreng Ayam,26600,Main Course,gurih asin savory mie ayam goreng,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Nasi Goreng Ayam,26600,Main Course,gurih asin smoky nasi goreng ayam,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kwetiau goreng Baso,23800,Main Course,gurih asin smoky kwetiau bakso,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kwetiua goreng Ayam,23800,Main Course,gurih asin smoky kwetiau ayam,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Cap cay Goreng,33300,Main Course,gurih asin savory sayur tumis,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Mie goreng Baso,26600,Main Course,gurih asin savory mie bakso goreng,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Nasi Goreng Sayur,23800,Main Course,gurih asin smoky nasi goreng sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam goreng Mentega,38000,Main Course,gurih asin buttery ayam goreng,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kerang Ijo Saus Padang,35000,Main Course,gurih asin pedas kerang saus padang,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam Rica Rica,38000,Main Course,gurih asin pedas rempah ayam rica,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Sapo Tahu Ayam,32000,Main Course,gurih asin savory ayam tahu kuah,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Fuyung Hay Ayam,35000,Main Course,gurih asin manis telur ayam fuyunghai,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Capcay Kuah Ayam,33300,Main Course,gurih asin hangat sayur ayam kuah,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kangkung Cah,23000,Main Course,gurih asin savory sayur tumis,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Cah Brokoli,23000,Main Course,gurih asin savory brokoli tumis sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Cah Toge,20000,Main Course,gurih asin savory tauge tumis sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Capcay goreng Seafood,40000,Main Course,gurih asin savory capcay seafood sayur udang,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Sapo Tahu Seafood,40000,Main Course,gurih asin savory seafood tahu kuah sayur ,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Sapi SapoTahu,34000,Main Course,gurih asin savory sapi tahu kuah sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Fuyung Hai Seafood,40000,Main Course,gurih asin manis seafood telur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Udang Sapo Tahu,35000,Main Course,gurih asin savory udang tahu kuah sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kangkung Cah Cumi,30000,Main Course,gurih asin savory kangkung cumi sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Sop Ayam Kuah,32000,Main Course,gurih asin hangat ayam kuah,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Sop Asparagus Ayam,33000,Main Course,gurih asin hangat asparagus ayam sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Sop Asparagus Udang,30000,Main Course,gurih asin hangat asparagus udang sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Mun Tahu,28000,Appetizer,gurih asin lembut tahu kuah ,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Tahu Tausi,25000,Appetizer,gurih asin fermentasi tahu tausi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Tahu Cah Pokcay,28000,Appetizer,gurih asin savory tahu pokcay sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Capcay Kuah Seafood,40000,Main Course,gurih asin hangat capcay seafood sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Nasi goreng Special,30000,Main Course,gurih asin smoky nasi goreng spesial,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Nasi goreng Seafood,30000,Main Course,gurih asin savory nasi goreng seafood,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Nasi goreng Kambing,30000,Main Course,gurih asin rempah nasi goreng kambing,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Nasi Goreng Baso,26600,Main Course,gurih asin smoky nasi goreng bakso,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Nasi Goreng Teri Medan,26600,Main Course,gurih asin umami nasi teri,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Nasi Goreng Sapi,30000,Main Course,gurih asin smoky nasi goreng sapi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Nasi Goreng Pete,30000,Main Course,gurih asin khas pete nasi goreng,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Nasi Goreng Telor,22000,Main Course,gurih asin savory nasi telur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Nasi Goreng Mawud,26600,Main Course,gurih asin manis nasi mie goreng,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Mie goreng Special,30000,Main Course,gurih asin savory mie spesial,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Mie goreng Seafood,30000,Main Course,gurih asin savory mie seafood,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Mie goreng Kambing,30000,Main Course,gurih asin rempah mie kambing,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Mie goreng Sapi,30000,Main Course,gurih asin savory mie sapi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Mie goreng Telor,23800,Main Course,gurih asin savory mie telur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Lo Mie,23000,Main Course,gurih asin kental mie kuah,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ifu Mie,28000,Main Course,gurih asin crispy mie kuah,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Mie Masak Kuah,28000,Main Course,gurih asin hangat mie kuah,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Mie Siram,28000,Main Course,gurih asin savory mie siram,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Bihun goreng Special,30000,Main Course,gurih asin savory bihun spesial,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Bihun goreng Seafood,30000,Main Course,gurih asin savory bihun seafood,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Bihun goreng Kambing,30000,Main Course,gurih asin rempah bihun kambing,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Bihun goreng Sapi,30000,Main Course,gurih asin savory bihun sapi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Bihun goreng Baso,23000,Main Course,gurih asin savory bihun bakso,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Bihun goreng Telor,20000,Main Course,gurih asin savory bihun telur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Bihun Masak Kuah,23000,Main Course,gurih asin hangat bihun kuah,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Bihun Siram,23000,Main Course,gurih asin savory bihun siram,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kwetiau goreng Telor,22000,Main Course,gurih asin smoky kwetiau telur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kwietiau goreng Seafood,30000,Main Course,gurih asin savory kwetiau seafood,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kwietiau goreng Special,30000,Main Course,gurih asin smoky kwetiau spesial,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kwetiua goreng Sapi,30000,Main Course,gurih asin savory kwetiau sapi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kwietiau goreng Kambing,30000,Main Course,gurih asin rempah kwetiau kambing,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kwetiau Masak Kuah,25000,Main Course,gurih asin hangat kwetiau kuah,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kwietiau Kuah Seafood,30000,Main Course,gurih asin savory kwetiau seafood kuah,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kwetiou Siram,23000,Main Course,gurih asin savory kwetiau siram,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Kwetiou Siram Sapi,30000,Main Course,gurih asin savory kwetiau sapi siram,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam Sauce Tiram,37000,Main Course,gurih asin savory ayam saus tiram,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam Lada Hitam,37000,Main Course,gurih asin pedas lada hitam ayam,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam Sauce Padang,38000,Main Course,gurih asin pedas ayam saus padang,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam goreng Tepung,34000,Main Course,gurih asin crispy ayam tepung,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam Telor Asin,37000,Main Course,gurih asin creamy ayam telur asin,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam Jamur Kuah,34000,Main Course,gurih asin ayam jamur kuah sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam Kuluyuk,34000,Main Course,gurih asin asam manis ayam crispy,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam goreng Nanking,33000,Main Course,gurih asin manis ayam tepung,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam Cah Kembang Kol,33000,Main Course,gurih asin savory ayam kembang kol sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam Cah Caesim,33000,Main Course,gurih asin savory ayam caisim,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam Cah Pokcay,33000,Main Course,gurih asin savory ayam pokcay,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
Ayam Cah Cabe Ijo,33000,Main Course,gurih asin pedas ayam cabe ijo,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta",https://maps.app.goo.gl/f1oxgMrhSxdeAxzE8
